task,target,model,rmse,mae,r2
phi_dem_surrogate,phi_DEM,gpr,12.113650144794953,8.92765135625223,0.2065539433012643
phi_dem_surrogate,phi_DEM,xgboost,13.052359308466775,9.32878885269165,0.07881810405156098
phi_dem_surrogate,phi_DEM,ridge,13.266052889572721,11.914882333552766,0.04840795740049375
phi_dem_surrogate,phi_DEM,random_forest,13.289990528937894,9.181500000000012,0.04497070010279991
phi_dem_surrogate,phi_DEM,dummy_mean,17.85926047739331,14.523611111111114,-0.7246234853393794
