model,target,loo_rmse,loo_mae,loo_r2,logo_rmse,logo_mae,logo_r2
xgboost,phi_DEM,3.531678476415221,2.3277926921844485,0.9325581197000566,13.052359308466775,9.32878885269165,0.07881810405156098
random_forest,phi_DEM,3.7221679316106964,2.210833333333309,0.9250866395283478,13.289990528937894,9.181500000000012,0.04497070010279991
ridge,phi_DEM,4.344377953953584,3.176329943744342,0.8979477568388489,13.266052889572721,11.914882333552766,0.04840795740049375
gpr,phi_DEM,4.5621477551369,3.1721081690268402,0.88746022400878,12.113650144794953,8.92765135625223,0.2065539433012643
dummy_mean,phi_DEM,14.835592114520734,11.922727272727274,-0.19008264462809943,17.85926047739331,14.523611111111114,-0.7246234853393794
