rmse,mae,r2,bootstrap_id
4.504933942789284,2.413338057200114,0.9002268694805478,0
3.0006931239685053,1.445214891433716,0.9565358832920998,1
4.370220018036281,2.746559937795004,0.9105238984342512,2
4.829108894169343,1.9837963581085205,0.6339171241092076,3
2.8419150401304067,1.5853603045145668,0.9356146446098506,4
5.908298201291487,2.7546616713205974,0.4153337172182915,5
1.3427513702483251,0.927556101481121,0.9926969553483915,6
7.007953030381545,2.604226144154866,0.4846637059285993,7
2.9850793706673056,1.9994946956634532,0.9683629085703839,8
5.288448332603681,3.252518558502197,0.8446690331202874,9
1.4771530210429247,1.058080498377483,0.9920550967810285,10
5.160087842381847,2.5745714505513506,0.762705172479692,11
2.0433341978618347,1.2982069651285815,0.9824500095084463,12
1.4949661475859288,0.8403871695200599,0.9159372943889366,13
3.288629979147817,1.4533657232920332,0.8857530208695537,14
0.7195390115888158,0.46792497634887714,0.9727371646562099,15
2.3677632219019364,1.1176293849945067,0.9773164743507238,16
2.802903597485553,1.4906893730163577,0.9462264399563827,17
2.474532257132367,1.3597206274668376,0.9742679930268388,18
3.589736108516783,1.915350405375163,0.867721769550877,19
7.150333739789199,4.058249187469483,0.6461513458573643,20
6.010881599340649,2.6543060779571537,0.3798628506093661,21
5.244270063743261,3.229777717590332,0.8614813965875516,22
0.36850954243285583,0.23400149345397928,0.9949664612422197,23
4.584902183665601,1.5681684811910006,0.6152621497958091,24
3.1329314774038513,1.6683467229207363,0.9414502749587188,25
1.678497393381027,1.110583750406902,0.9858156361989119,26
3.2889803439736136,1.52219131787618,0.9162021275551797,27
6.329565926949767,2.7168271382649736,0.8588251775755406,28
3.60318103991765,2.0313947200775146,0.8965277587360231,29
7.055446700780402,2.7425127665201825,0.36185064198001393,30
2.8169486388532445,1.3596642494201667,0.9574605028454647,31
3.0999485915124034,2.0271358172098797,0.9647606550481037,32
2.230473177743421,1.0436953385670984,0.9849236106841133,33
1.2421435024000125,0.6591096560160327,0.9936152739580416,34
7.2351314438696255,2.5984427769978837,0.3980835506387512,35
2.8440549783313727,1.825127760569254,0.9633440653844757,36
1.5485588760521145,0.9906430880228672,0.9845585849985347,37
3.2728950040003784,1.9541094144185382,0.952615909209675,38
4.45725202549061,2.435754617055258,0.8895510146046565,39
